SalePrice,Id,LotArea,Street,YearRemodAdd,YearBuilt,Heating,BedroomAbvGr,KitchenAbvGr,GarageType,ScreenPorch,PoolArea,MoSold,SaleType,SaleCondition
135000,629,11606,Pave,1969,1969,GasA,5,1,Attchd,0,0,9,WD,Family
168500,630,9020,Pave,1964,1964,GasA,3,1,Attchd,0,0,6,WD,Normal
124000,631,9000,Pave,1991,1880,GasA,3,1,Detchd,0,0,6,WD,Abnorml
209500,632,4590,Pave,2006,2006,GasA,2,1,Attchd,0,0,8,WD,Normal
82500,633,11900,Pave,1977,1977,GasA,3,1,Attchd,0,0,4,WD,Family
139400,634,9250,Pave,2005,1954,GasA,3,1,Attchd,0,0,7,WD,Normal
144000,635,6979,Pave,1980,1980,GasA,0,2,Detchd,0,0,6,WD,Normal
200000,636,10896,Pave,1995,1914,GasA,8,2,NA,0,0,3,WD,Abnorml
60000,637,6120,Pave,1950,1936,Grav,1,1,NA,0,0,1,ConLw,Normal
93000,638,6000,Pave,1954,1954,GasA,3,2,BuiltIn,0,0,11,WD,Normal
85000,639,8777,Pave,1950,1910,GasA,2,1,NA,0,0,5,WD,Normal
264561,640,3982,Pave,2006,2006,GasA,1,1,Attchd,0,0,10,New,Partial
274000,641,12677,Pave,2004,2003,GasA,1,1,Attchd,0,0,4,WD,Normal
226000,642,7050,Pave,2001,2001,GasA,3,1,Attchd,0,0,5,WD,Normal
345000,643,13860,Pave,1995,1972,GasA,4,1,Attchd,0,0,7,WD,Normal
152000,644,10793,Pave,1969,1969,GasA,4,1,Attchd,0,0,4,WD,Normal
370878,645,9187,Pave,2009,2009,GasA,2,1,Attchd,0,0,10,New,Partial
143250,646,10530,Pave,1971,1971,GasA,3,1,Detchd,0,0,3,WD,Normal
98300,647,7200,Pave,1950,1950,GasA,3,1,Detchd,0,0,7,WD,Normal
155000,648,10452,Pave,1953,1953,GasA,3,1,Attchd,287,0,6,WD,Normal
155000,649,7700,Pave,1966,1966,GasA,4,1,Attchd,0,0,6,WD,Normal
84500,650,1936,Pave,1970,1970,GasA,1,1,NA,0,0,12,WD,Normal
205950,651,8125,Pave,2007,2007,GasA,3,1,Attchd,0,0,5,WD,Normal
108000,652,9084,Pave,1950,1940,GasA,4,1,Detchd,0,0,10,WD,Normal
191000,653,8750,Pave,1996,1996,GasA,2,1,Attchd,0,0,7,WD,Normal
135000,654,10320,Pave,1995,1906,GasA,3,1,Detchd,0,0,6,WD,Normal
350000,655,10437,Pave,1995,1995,GasA,2,1,Attchd,0,0,8,WD,Normal
88000,656,1680,Pave,1971,1971,GasA,3,1,Detchd,0,0,3,WD,Family
145500,657,10007,Pave,2006,1959,GasA,3,1,Attchd,0,0,8,WD,Normal
149000,658,7200,Pave,2000,1931,GasA,3,1,Attchd,0,0,2,WD,Normal
97500,659,17503,Pave,1950,1948,GasA,3,1,Attchd,0,0,1,WD,Abnorml
167000,660,9937,Pave,1999,1964,GasA,3,1,Detchd,0,0,3,WD,Normal
197900,661,12384,Pave,1976,1976,GasA,3,1,Attchd,0,0,11,WD,Normal
402000,662,46589,Pave,2005,1994,GasA,4,1,Attchd,0,0,7,WD,Normal
110000,663,13560,Pave,1968,1968,GasA,2,1,Attchd,0,0,7,WD,Normal
137500,664,10012,Pave,1972,1972,GasA,3,1,Detchd,0,0,4,WD,Normal
423000,665,20896,Pave,2006,2005,GasA,1,1,Attchd,0,0,1,New,Partial
230500,666,11194,Pave,2000,2000,GasA,3,1,Attchd,0,0,11,WD,Normal
129000,667,18450,Pave,1979,1965,GasA,3,1,CarPort,0,0,8,WD,Abnorml
193500,668,8125,Pave,1998,1994,GasA,3,1,Attchd,0,0,10,WD,Normal
168000,669,14175,Pave,1987,1956,GasA,3,1,Detchd,0,0,11,WD,Normal
137500,670,11600,Pave,1950,1922,GasA,2,1,Detchd,0,0,7,WD,Normal
173500,671,8633,Pave,2005,2005,GasA,3,1,Attchd,0,0,2,WD,Normal
103600,672,6629,Pave,1950,1925,GasA,3,1,Detchd,0,0,7,WD,Normal
165000,673,11250,Pave,1977,1977,GasA,3,1,Attchd,0,0,6,WD,Normal
257500,674,14442,Pave,2004,1957,GasA,3,1,Attchd,200,0,6,WD,Normal
140000,675,9200,Pave,1965,1965,GasA,3,1,Attchd,0,0,7,WD,Normal
148500,676,2289,Pave,1978,1978,GasA,3,1,Attchd,0,0,4,WD,Normal
87000,677,9600,Pave,1950,1900,GasW,4,2,2Types,0,0,5,WD,Normal
109500,678,9022,Pave,2006,1924,GasA,2,1,Detchd,0,0,5,WD,Normal
372500,679,11844,Pave,2008,2008,GasA,3,1,Attchd,0,0,7,New,Partial
128500,680,9945,Pave,1961,1961,GasA,3,1,Detchd,0,0,10,WD,Normal
143000,681,8012,Pave,1980,1980,GasA,2,1,Attchd,0,0,5,WD,Normal
159434,682,4500,Pave,2000,1932,GasA,3,1,Detchd,0,0,7,WD,Abnorml
173000,683,2887,Pave,1997,1996,GasA,2,1,Attchd,0,0,11,WD,Normal
285000,684,11248,Pave,2002,2002,GasA,3,1,Attchd,0,0,7,WD,Normal
221000,685,16770,Pave,1998,1998,GasA,4,1,Attchd,0,0,6,WD,Normal
207500,686,5062,Pave,1984,1984,GasA,3,1,Attchd,0,0,9,WD,Normal
227875,687,10207,Pave,2007,2007,GasA,3,1,Attchd,0,0,8,New,Partial
148800,688,5105,Pave,2004,2004,GasA,2,1,Detchd,0,0,3,WD,Normal
392000,689,8089,Pave,2007,2007,GasA,2,1,Attchd,0,0,10,New,Partial
194700,690,7577,Pave,2006,2005,GasA,2,1,Attchd,0,0,6,WD,Normal
141000,691,4426,Pave,2004,2004,GasA,1,1,Attchd,0,0,5,WD,Normal
755000,692,21535,Pave,1995,1994,GasA,4,1,Attchd,0,0,1,WD,Normal
335000,693,26178,Pave,1990,1989,GasA,4,1,Attchd,0,0,4,WD,Normal
108480,694,5400,Pave,1968,1921,GasA,2,1,Detchd,0,0,12,WD,Abnorml
141500,695,6120,Pave,1950,1936,GasA,3,1,Detchd,0,0,4,WD,Normal
176000,696,13811,Pave,1987,1987,GasA,2,1,Attchd,0,0,7,WD,Normal
89000,697,6000,Pave,1950,1921,GasA,2,1,Detchd,0,0,6,WD,Normal
123500,698,6420,Pave,1952,1952,GasA,2,1,Detchd,0,0,9,WD,Normal
138500,699,8450,Pave,2009,1965,GasA,3,1,Detchd,0,0,4,WD,Normal
196000,700,4282,Pave,2004,2004,GasA,2,1,Attchd,0,0,7,WD,Normal
312500,701,14331,Pave,2002,2002,GasA,3,1,Attchd,0,0,5,WD,Normal
140000,702,9600,Pave,1969,1969,GasA,3,1,Attchd,0,0,7,COD,Normal
361919,703,12438,Pave,2006,2006,GasA,4,1,BuiltIn,0,0,7,New,Partial
140000,704,7630,Pave,1996,1900,GasA,4,2,Detchd,0,0,5,WD,Normal
213000,705,8400,Pave,2005,2004,GasA,3,1,Attchd,0,0,5,WD,Normal
55000,706,5600,Pave,1950,1930,GasA,3,2,NA,0,0,7,WD,Normal
302000,707,115149,Pave,2002,1971,GasA,2,1,Attchd,0,0,6,WD,Normal
254000,708,6240,Pave,2006,2006,GasA,2,1,Attchd,0,0,12,WD,Normal
179540,709,9018,Pave,2007,2007,GasA,3,1,Attchd,0,0,7,New,Partial
109900,710,7162,Pave,1966,1966,GasA,3,1,Attchd,0,0,12,WD,Abnorml
52000,711,4130,Pave,2003,1935,GasA,2,1,NA,0,0,7,WD,Normal
102776,712,8712,Pave,1950,1900,GasA,2,1,Detchd,0,0,1,WD,Abnorml
189000,713,4671,Pave,1989,1988,GasA,2,1,Attchd,0,0,10,WD,Normal
129000,714,9873,Pave,1970,1970,GasW,3,1,Detchd,0,0,5,WD,Normal
130500,715,13517,Pave,2005,1976,GasA,3,1,Attchd,0,0,3,WD,Normal
165000,716,10140,Pave,1974,1974,GasA,3,1,Attchd,0,0,8,WD,Normal
159500,717,10800,Pave,1998,1890,GasA,3,1,Detchd,0,0,7,WD,Normal
157000,718,10000,Pave,2000,1973,GasA,3,1,Attchd,0,0,11,WD,Normal
341000,719,10542,Pave,1994,1993,GasA,3,1,Attchd,0,0,8,WD,Normal
128500,720,9920,Pave,1969,1969,GasA,3,1,Attchd,0,0,5,WD,Normal
275000,721,6563,Pave,1985,1985,GasA,2,1,Attchd,0,0,12,WD,Normal
143000,722,4426,Pave,2004,2004,GasA,1,1,Attchd,0,0,5,WD,Normal
124500,723,8120,Pave,1970,1970,GasA,3,1,Detchd,0,0,7,WD,Normal
135000,724,8172,Pave,1972,1954,GasA,4,1,Detchd,156,0,5,WD,Normal
320000,725,13286,Pave,2008,2007,GasA,3,1,Attchd,0,0,2,WD,Normal
120500,726,6960,Pave,1970,1970,GasA,3,1,Detchd,0,0,11,WD,Normal
222000,727,21695,Pave,2007,1988,GasA,3,1,Attchd,0,0,12,WD,Normal
194500,728,7314,Pave,2007,2007,GasA,2,1,Attchd,0,0,2,WD,Normal
110000,729,11475,Pave,1958,1958,GasA,4,2,Detchd,0,0,7,COD,Abnorml
103000,730,6240,Pave,1950,1925,GasA,2,1,Detchd,0,0,1,WD,Normal
236500,731,5389,Pave,1996,1995,GasA,2,1,Attchd,0,0,3,WD,Normal
187500,732,9590,Pave,2003,2003,GasA,3,1,Attchd,0,0,5,WD,Normal
222500,733,11404,Pave,1999,1998,GasA,3,1,Attchd,0,0,7,WD,Normal
131400,734,10000,Pave,1983,1961,GasA,3,1,Attchd,0,0,3,WD,Normal
108000,735,8978,Pave,1968,1968,GasA,3,1,Attchd,0,0,5,WD,Family
163000,736,10800,Pave,1970,1914,GasW,2,1,Detchd,0,0,10,WD,Normal
93500,737,8544,Pave,1950,1950,GasA,2,2,Detchd,0,0,7,WD,Normal
239900,738,10463,Pave,2005,2005,GasA,3,1,Attchd,0,0,6,WD,Normal
179000,739,10800,Pave,1988,1987,GasA,3,1,NA,0,0,3,WD,Alloca
190000,740,9313,Pave,2004,2004,GasA,3,1,Attchd,0,0,4,WD,Normal
132000,741,9600,Pave,2002,1910,GasA,2,1,Detchd,0,0,5,WD,Abnorml
142000,742,6768,Pave,1996,1961,GasA,3,1,Detchd,0,0,5,WD,Normal
179000,743,8450,Pave,2001,2000,GasA,3,1,Attchd,0,0,12,WD,Normal
175000,744,12886,Pave,1999,1963,GasA,3,1,Attchd,100,0,10,WD,Normal
180000,745,5395,Pave,1993,1993,GasA,2,1,Attchd,0,0,10,WD,Normal
299800,746,8963,Pave,1996,1976,GasA,4,1,BuiltIn,0,0,7,WD,Normal
236000,747,8795,Pave,2000,2000,GasA,4,1,BuiltIn,0,0,4,WD,Normal
265979,748,11700,Pave,2003,1880,GasW,4,1,Detchd,0,0,5,WD,Normal
260400,749,10593,Pave,1996,1996,GasA,3,1,Attchd,0,0,3,WD,Normal
98000,750,8405,Pave,1950,1945,Wall,4,1,Detchd,0,0,4,WD,Normal
96500,751,8800,Pave,2004,1910,GasA,3,1,NA,0,0,6,WD,Normal
162000,752,7750,Pave,2003,2003,GasA,3,1,Attchd,0,0,8,WD,Normal
217000,753,9236,Pave,1997,1997,GasA,3,1,Attchd,0,0,7,WD,Normal
275500,754,10240,Pave,2005,2005,GasA,3,1,Attchd,0,0,3,WD,Normal
156000,755,7930,Pave,2005,1969,GasA,3,1,Detchd,0,0,7,WD,Normal
172500,756,3230,Pave,1999,1999,GasA,3,1,Detchd,0,0,3,WD,Normal
212000,757,10769,Pave,2007,2007,GasA,3,1,Attchd,0,0,4,WD,Normal
158900,758,11616,Pave,1978,1978,GasA,3,1,Attchd,0,0,4,WD,Abnorml
179400,759,2280,Pave,1999,1999,GasA,3,1,Detchd,0,0,8,WD,Normal
290000,760,12257,Pave,1995,1995,GasA,4,1,Attchd,0,0,11,WD,Normal
127500,761,9100,Pave,1959,1959,GasA,2,1,Detchd,0,0,10,WD,Normal
100000,762,6911,Pave,1950,1924,GasA,2,1,Detchd,0,0,10,WD,Normal
215200,763,8640,Pave,2009,2009,GasA,3,1,Attchd,0,0,6,Con,Normal
337000,764,9430,Pave,1999,1999,GasA,3,1,Attchd,180,0,7,WD,Normal
270000,765,9549,Pave,1996,1995,GasA,2,1,Attchd,216,0,4,WD,Normal
264132,766,14587,Pave,2008,2008,GasA,2,1,Attchd,0,0,8,New,Partial
196500,767,10421,Pave,1988,1988,GasA,3,1,Attchd,0,0,3,WD,Normal
160000,768,12508,Pave,1985,1940,GasA,4,1,Attchd,0,0,7,WD,Normal
216837,769,9100,Pave,2005,2004,GasA,3,1,Attchd,0,0,10,WD,Normal
538000,770,53504,Pave,2003,2003,GasA,4,1,BuiltIn,210,0,6,WD,Normal
134900,771,7252,Pave,1982,1982,GasA,2,1,Detchd,0,0,4,WD,Normal
102000,772,8877,Pave,1951,1951,GasA,2,1,Detchd,0,0,4,COD,Normal
107000,773,7819,Pave,1976,1976,GasA,3,1,Detchd,0,0,3,WD,Abnorml
114500,774,10150,Pave,1958,1958,GasA,2,1,Attchd,0,0,7,COD,Normal
395000,775,14226,Pave,2006,2006,GasA,3,1,Attchd,0,0,7,New,Partial
162000,776,4500,Pave,1998,1998,GasA,2,1,Attchd,0,0,6,WD,Normal
221500,777,11210,Pave,2006,2005,GasA,3,1,Attchd,0,0,7,New,Partial
142500,778,13350,Pave,1974,1974,GasA,3,1,Attchd,0,0,6,WD,Normal
144000,779,8400,Pave,1977,1977,GasA,4,2,Detchd,0,0,10,WD,Normal
135000,780,10530,Pave,1977,1977,GasA,2,1,Attchd,0,0,5,WD,Normal
176000,781,7875,Pave,1996,1995,GasA,3,1,Attchd,0,0,6,WD,Normal
175900,782,7153,Pave,1992,1992,GasA,3,1,Attchd,0,0,7,WD,Normal
187100,783,16285,Pave,2002,2001,GasA,3,1,Attchd,0,0,6,WD,Normal
165500,784,9101,Pave,1978,1978,GasA,1,1,Attchd,0,0,7,WD,Normal
128000,785,6300,Pave,2001,1914,GasA,3,1,NA,0,0,6,WD,Normal
161500,786,9790,Pave,1967,1967,GasA,3,1,Attchd,197,0,9,WD,Normal
139000,787,10800,Pave,1950,1915,GasA,4,1,Detchd,0,0,6,WD,Normal
233000,788,10142,Pave,2004,2004,GasA,4,1,BuiltIn,0,0,1,WD,Normal
107900,789,6000,Pave,2000,1954,GasA,2,1,Detchd,0,0,8,WD,Normal
187500,790,12205,Pave,2007,1966,GasA,5,1,Attchd,0,0,7,WD,Normal
160200,791,3182,Pave,2006,2005,GasA,2,1,Attchd,0,0,9,WD,Normal
146800,792,11333,Pave,1976,1976,GasA,3,1,Attchd,0,0,5,WD,Normal
269790,793,9920,Pave,1997,1996,GasA,3,1,Attchd,0,0,6,WD,Normal
225000,794,9158,Pave,2007,2007,GasA,3,1,Attchd,0,0,6,New,Partial
194500,795,10832,Pave,1996,1994,GasA,3,1,Attchd,0,0,10,WD,Normal
171000,796,8400,Pave,1981,1980,GasA,3,1,Attchd,204,0,4,WD,Normal
143500,797,8197,Pave,1977,1977,GasA,3,1,Attchd,0,0,4,WD,Normal
110000,798,7677,Pave,1953,1953,GasA,2,1,Attchd,0,0,4,WD,Abnorml
485000,799,13518,Pave,2009,2008,GasA,4,1,BuiltIn,0,0,7,New,Partial
175000,800,7200,Pave,1950,1937,GasA,3,1,Detchd,0,0,6,WD,Normal
200000,801,12798,Pave,1997,1997,GasA,4,1,Attchd,0,0,5,WD,Normal
109900,802,4800,Pave,1990,1916,GasA,2,1,Detchd,0,0,7,WD,Normal
189000,803,8199,Pave,2005,2005,GasA,3,1,Attchd,0,0,10,WD,Normal
582933,804,13891,Pave,2009,2008,GasA,4,1,BuiltIn,192,0,1,New,Partial
118000,805,9000,Pave,1954,1954,GasA,2,1,Attchd,0,0,6,WD,Family
227680,806,12274,Pave,2008,2008,GasA,3,1,Attchd,0,0,7,New,Partial
135500,807,9750,Pave,1967,1967,GasA,3,1,Attchd,0,0,10,WD,Normal
223500,808,21384,Pave,2004,1923,GasA,3,1,Attchd,0,0,5,WD,Normal
159950,809,13400,Pave,1966,1966,GasA,3,1,Attchd,0,0,6,WD,Normal
106000,810,8100,Pave,1965,1898,GasA,2,3,Detchd,0,0,11,WD,Normal
181000,811,10140,Pave,1999,1974,GasA,3,1,Attchd,0,648,1,WD,Normal
144500,812,4438,Pave,2004,2004,GasA,1,1,Attchd,0,0,6,ConLD,Normal
55993,813,8712,Grvl,1952,1952,GasA,2,1,Basment,0,0,6,WD,Alloca
157900,814,9750,Pave,1958,1958,GasA,4,1,Attchd,0,0,4,COD,Normal
116000,815,8248,Pave,1950,1918,GasW,3,1,Detchd,0,0,7,WD,Normal
224900,816,12137,Pave,1998,1998,GasA,3,1,Attchd,0,0,5,WD,Normal
137000,817,11425,Pave,1954,1954,GasA,2,1,Attchd,0,0,7,WD,Normal
271000,818,13265,Pave,2002,2002,GasA,3,1,Attchd,0,0,7,WD,Normal
155000,819,8816,Pave,1971,1971,GasA,3,1,Attchd,0,0,6,WD,Normal
224000,820,6371,Pave,2010,2009,GasA,2,1,Attchd,0,0,6,New,Partial
183000,821,7226,Pave,2003,2003,GasA,3,1,Attchd,0,0,6,WD,Normal
93000,822,6000,Pave,1953,1953,GasA,2,1,Detchd,0,0,2,WD,Normal
225000,823,12394,Pave,2003,2003,GasA,3,1,BuiltIn,0,0,10,WD,Family
139500,824,9900,Pave,1950,1940,GasA,3,1,Detchd,0,0,7,WD,Normal
232600,825,11216,Pave,2006,2006,GasA,3,1,Attchd,0,0,6,New,Partial
385000,826,14803,Pave,2008,2007,GasA,2,1,Attchd,0,0,6,New,Partial
109500,827,6130,Pave,1950,1924,GasA,2,1,NA,0,0,5,WD,Normal
189000,828,8529,Pave,2001,2001,GasA,3,1,Attchd,0,0,4,WD,Normal
185000,829,28698,Pave,1967,1967,GasA,3,1,Attchd,225,0,6,WD,Abnorml
147400,830,2544,Pave,2005,2005,GasA,2,1,Detchd,0,0,7,WD,Normal
166000,831,11900,Pave,1957,1957,GasA,3,1,Attchd,192,0,6,WD,Normal
151000,832,3180,Pave,2005,2005,GasA,2,1,Detchd,0,0,6,WD,Normal
237000,833,9548,Pave,2003,2003,GasA,3,1,Attchd,0,0,1,WD,Normal
167000,834,10004,Pave,1964,1964,GasA,3,1,Attchd,152,0,2,WD,Normal
139950,835,7875,Pave,1961,1961,GasA,3,1,Attchd,0,0,9,WD,Normal
128000,836,9600,Pave,1995,1950,GasA,2,1,Attchd,0,0,2,WD,Normal
153500,837,8100,Pave,1973,1948,GasA,2,1,Detchd,0,0,6,COD,Normal
100000,838,1680,Pave,1973,1973,GasA,2,1,Detchd,0,0,11,WD,Normal
144000,839,9525,Pave,2006,1995,GasA,3,1,Attchd,0,0,6,WD,Normal
130500,840,11767,Pave,1995,1946,GasA,3,1,Detchd,0,0,5,WD,Normal
140000,841,12155,Pave,1950,1925,GasA,4,1,Detchd,0,0,3,WD,Normal
157500,842,10440,Pave,2002,1904,GasA,3,1,Detchd,0,0,6,WD,Normal
174900,843,9020,Pave,1966,1966,GasA,3,1,Attchd,0,0,5,WD,Normal
141000,844,8000,Pave,1961,1961,GasA,6,2,NA,0,0,7,WD,Normal
153900,845,12665,Pave,1950,1915,GasA,4,1,Detchd,0,0,6,WD,Normal
171000,846,16647,Pave,1981,1975,GasA,3,1,Basment,0,0,1,WD,Normal
213000,847,9317,Pave,1993,1993,GasA,3,1,Attchd,0,0,7,WD,Normal
133500,848,15523,Pave,1972,1972,GasA,3,1,Attchd,0,0,8,WD,Normal
240000,849,45600,Pave,1997,1908,GasA,5,1,Detchd,175,0,9,WD,Normal
187000,850,9600,Pave,1994,1976,GasA,3,1,Attchd,0,0,8,WD,Normal
131500,851,4435,Pave,2003,2003,GasA,1,1,Attchd,0,0,11,WD,Normal
215000,852,3196,Pave,2003,2003,GasA,2,1,Attchd,0,0,5,WD,Normal
164000,853,7128,Pave,1950,1941,GasA,4,1,Detchd,126,0,8,WD,Normal
158000,854,12095,Pave,1964,1964,GasA,3,1,Attchd,0,0,8,WD,Normal
170000,855,17920,Pave,1974,1955,GasA,3,1,Attchd,312,0,7,WD,Abnorml
127000,856,6897,Pave,2010,1962,GasA,3,1,Detchd,0,0,4,WD,Normal
147000,857,10970,Pave,1978,1978,GasA,3,1,Detchd,0,0,10,WD,Normal
174000,858,8125,Pave,1995,1994,GasA,3,1,Attchd,0,0,3,WD,Normal
152000,859,10400,Pave,1976,1976,GasA,3,1,Attchd,0,0,6,WD,Family
250000,860,11029,Pave,1984,1968,GasA,4,1,Attchd,222,0,8,WD,Normal
189950,861,7642,Pave,1998,1918,GasA,3,1,Detchd,0,0,6,WD,Normal
131500,862,11625,Pave,1965,1965,GasA,3,1,Attchd,0,0,4,WD,Normal
152000,863,9672,Pave,1985,1984,GasA,3,1,Attchd,0,0,5,WD,Normal
132500,864,7931,Pave,1959,1959,GasA,3,1,Attchd,0,0,7,WD,Normal
250580,865,8640,Pave,2008,2007,GasA,3,1,Attchd,0,0,5,New,Partial
148500,866,8750,Pave,1970,1970,GasA,3,1,Detchd,0,0,8,WD,Normal
248900,867,10656,Pave,2007,2006,GasA,3,1,Attchd,0,0,11,New,Partial
129000,868,6970,Pave,1961,1961,GasA,3,1,Attchd,0,0,5,WD,Normal
169000,869,14762,Pave,1950,1948,GasA,2,1,Attchd,0,0,5,WD,Normal
236000,870,9938,Pave,1994,1993,GasA,3,1,Attchd,0,0,6,WD,Normal
109500,871,6600,Pave,1962,1962,GasA,2,1,Detchd,0,0,8,WD,Normal
200500,872,8750,Pave,1998,1998,GasA,3,1,Attchd,0,0,6,WD,Normal
116000,873,8892,Pave,1996,1953,GasA,3,1,Attchd,0,0,10,WD,Normal
133000,874,12144,Pave,1950,1949,GasA,3,1,Attchd,0,0,9,WD,Normal
66500,875,5720,Pave,1950,1941,GasA,3,1,Detchd,0,0,8,WD,Abnorml
303477,876,9000,Pave,2007,2007,GasA,4,1,BuiltIn,0,0,8,New,Partial
132250,877,25286,Pave,1963,1963,GasA,3,1,Attchd,0,0,1,WD,Normal
350000,878,8834,Pave,2005,2004,GasA,4,1,Attchd,0,0,6,WD,Normal
148000,879,11782,Pave,1995,1961,GasA,3,1,Detchd,0,0,6,WD,Normal
136500,880,7000,Pave,2005,1978,GasA,3,1,Attchd,0,0,7,WD,Normal
157000,881,7024,Pave,2006,2005,GasA,2,1,Attchd,0,0,6,WD,Normal
187500,882,13758,Pave,1991,1990,GasA,3,1,Attchd,0,0,4,WD,Normal
178000,883,9636,Pave,1993,1992,GasA,3,1,BuiltIn,0,0,12,WD,Normal
118500,884,6204,Pave,1950,1912,GasA,5,1,Detchd,0,0,3,WD,Normal
100000,885,7150,Pave,1967,1967,GasA,3,1,Attchd,0,0,7,WD,Normal
328900,886,5119,Pave,2000,1999,GasA,2,1,Attchd,0,0,1,CWD,Abnorml
145000,887,8393,Pave,2005,1959,GasA,4,2,Attchd,0,0,6,WD,Family
135500,888,16466,Pave,1955,1955,GasA,3,1,Attchd,265,0,4,WD,Normal
268000,889,15865,Pave,1970,1970,GasA,4,1,Attchd,224,0,10,WD,Normal
149500,890,12160,Pave,1953,1953,GasA,2,1,Attchd,0,0,2,WD,Normal
122900,891,8064,Pave,2006,1949,GasA,3,1,Detchd,0,0,7,WD,Normal
172500,892,11184,Pave,1978,1978,GasA,3,1,Attchd,0,0,7,WD,Normal
154500,893,8414,Pave,2003,1963,GasA,3,1,Attchd,0,0,2,WD,Normal
165000,894,13284,Pave,1954,1954,GasA,3,1,Attchd,0,0,6,WD,Normal
118858,895,7018,Pave,1979,1979,GasA,4,2,Attchd,0,0,6,WD,Alloca
140000,896,7056,Pave,1963,1963,GasA,4,1,Attchd,0,0,10,WD,Normal
106500,897,8765,Pave,1950,1936,GasA,2,1,Detchd,0,0,4,WD,Abnorml
142953,898,7018,Pave,1979,1979,GasA,6,2,Detchd,0,0,6,WD,Alloca
611657,899,12919,Pave,2010,2009,GasA,2,1,Attchd,0,0,3,New,Partial
135000,900,6993,Pave,1994,1961,GasA,3,1,Attchd,0,0,6,WD,Normal
110000,901,7340,Pave,1971,1971,GasA,2,1,Detchd,0,0,6,WD,Normal
153000,902,8712,Pave,2000,1957,GasA,2,1,Detchd,0,0,5,WD,Normal
180000,903,7875,Pave,2003,2003,GasA,3,1,Attchd,0,0,7,WD,Normal
240000,904,14859,Pave,2006,2006,GasA,3,1,Attchd,0,0,8,New,Partial
125500,905,6173,Pave,1967,1967,GasA,3,1,Attchd,0,0,8,WD,Normal
128000,906,9920,Pave,1954,1954,GasA,3,1,Attchd,0,0,2,WD,Normal
255000,907,13501,Pave,2006,2006,GasA,3,1,Attchd,0,0,6,WD,Normal
250000,908,11500,Pave,1987,1936,GasA,3,1,Attchd,322,0,6,WD,Normal
131000,909,8885,Pave,1983,1983,GasA,2,1,Attchd,0,0,6,WD,Normal
174000,910,12589,Pave,2005,2005,GasA,3,1,Attchd,0,0,6,WD,Normal
154300,911,11600,Pave,1960,1960,GasA,5,2,Detchd,0,0,1,WD,Normal
143500,912,9286,Pave,1989,1977,GasA,3,1,Detchd,0,0,10,WD,Normal
88000,913,6120,Pave,1950,1925,GasA,3,1,Detchd,120,0,7,WD,Abnorml
145000,914,6270,Pave,1950,1949,GasA,4,2,2Types,0,0,8,WD,Normal
173733,915,3000,Pave,2009,2009,GasA,2,1,Detchd,0,0,6,New,Partial
75000,916,2001,Pave,1970,1970,GasA,3,1,Attchd,0,0,1,WD,Normal
35311,917,9000,Pave,1950,1949,GasA,1,1,Detchd,0,0,10,WD,Abnorml
135000,918,17140,Pave,1956,1956,GasA,3,1,Attchd,0,0,4,WD,Normal
238000,919,13125,Pave,1991,1991,GasA,4,1,Attchd,0,0,11,WD,Normal
176500,920,11029,Pave,2002,1958,GasA,3,1,Attchd,190,0,5,WD,Normal
201000,921,8462,Pave,1994,1994,GasA,3,1,Attchd,0,0,7,WD,Normal
145900,922,8777,Pave,2003,1900,GasA,4,2,NA,0,0,9,WD,Normal
169990,923,10237,Pave,2006,2005,GasA,3,1,Attchd,0,0,10,New,Partial
193000,924,8012,Pave,1994,1993,GasA,2,1,Attchd,0,0,7,WD,Normal
207500,925,10240,Pave,1980,1980,GasA,3,1,Attchd,0,0,5,WD,Normal
175000,926,15611,Pave,1977,1977,GasA,3,1,Attchd,0,0,3,WD,Abnorml
285000,927,11999,Pave,2004,2003,GasA,4,1,BuiltIn,0,0,5,WD,Normal
176000,928,9900,Pave,1968,1968,GasA,4,1,Attchd,0,0,4,WD,Normal
236500,929,11838,Pave,2001,2001,GasA,3,1,Attchd,0,0,6,WD,Normal
222000,930,13006,Pave,1997,1997,GasA,4,1,BuiltIn,0,0,11,WD,Normal
201000,931,8925,Pave,2007,2007,GasA,3,1,Attchd,0,0,7,WD,Normal
117500,932,9100,Pave,1965,1965,GasA,2,1,Detchd,0,0,7,WD,Normal
320000,933,11670,Pave,2006,2006,GasA,3,1,Attchd,0,0,3,WD,Normal
190000,934,8487,Pave,2004,2004,GasA,3,1,Attchd,0,0,8,WD,Normal
242000,935,27650,Pave,2007,1960,GasA,4,1,Attchd,0,0,11,WD,Normal
79900,936,5825,Pave,1953,1926,GasA,1,1,Detchd,0,0,6,WD,Normal
184900,937,10083,Pave,2003,2003,GasA,2,1,Attchd,0,0,8,WD,Normal
253000,938,9675,Pave,2005,2005,GasA,3,1,Attchd,0,0,2,WD,Normal
239799,939,8760,Pave,2006,2006,GasA,3,1,Attchd,0,0,8,New,Partial
244400,940,24090,Pave,1950,1940,GasA,4,1,Attchd,0,0,6,COD,Normal
150900,941,12640,Pave,1976,1976,GasA,4,2,Attchd,0,0,7,WD,Normal
214000,942,8755,Pave,1999,1999,GasA,3,1,BuiltIn,0,0,6,WD,Normal
150000,943,7711,Pave,1977,1977,GasA,4,2,NA,0,0,8,Oth,Abnorml
